Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
KBA13_CCM_1000,KBA13_CCM_1000,0,share of cars with less than 1000ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1000,1,share of cars with less than 1000ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1200,KBA13_CCM_1200,0,share of cars with 1000ccm to 1199ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1200,1,share of cars with 1000ccm to 1199ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1400,KBA13_CCM_1400,0,share of cars with 1200ccm to 1399ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1400,1,share of cars with 1200ccm to 1399ccm within the PLZ8,5,[-1],very high
KBA13_CCM_0_1400,KBA13_CCM_0_1400,0,share of cars with less than 1400ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,0,[-1],none
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,2,[-1],low
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,3,[-1],average
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,4,[-1],high
,KBA13_CCM_0_1400,1,share of cars with less than 1400ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1500,KBA13_CCM_1500,0,share of cars with 1400ccm to 1499ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1500,1,share of cars with 1400ccm to 1499ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1400_2500,KBA13_CCM_1400_2500,0,share of cars with 1400ccm to 2499ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1400_2500,1,share of cars with 1400ccm to 2499ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1600,KBA13_CCM_1600,0,share of cars with 1500ccm to 1599ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1600,1,share of cars with 1500ccm to 1599ccm within the PLZ8,5,[-1],very high
KBA13_CCM_1800,KBA13_CCM_1800,0,share of cars with 1600ccm to 1799ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,0,[-1],none
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,2,[-1],low
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,3,[-1],average
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,4,[-1],high
,KBA13_CCM_1800,1,share of cars with 1600ccm to 1799ccm within the PLZ8,5,[-1],very high
KBA13_CCM_2000,KBA13_CCM_2000,0,share of cars with 1800ccm to 1999ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,0,[-1],none
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,2,[-1],low
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,3,[-1],average
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,4,[-1],high
,KBA13_CCM_2000,1,share of cars with 1800ccm to 1999ccm within the PLZ8,5,[-1],very high
KBA13_CCM_2500,KBA13_CCM_2500,0,share of cars with 2000ccm to 2499ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,0,[-1],none
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,2,[-1],low
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,3,[-1],average
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,4,[-1],high
,KBA13_CCM_2500,1,share of cars with 2000ccm to 2499ccm within the PLZ8,5,[-1],very high
KBA13_CCM_2501,KBA13_CCM_2501,0,share of cars with more than 2500ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,0,[-1],none
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,2,[-1],low
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,3,[-1],average
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,4,[-1],high
,KBA13_CCM_2501,1,share of cars with more than 2500ccm within the PLZ8,5,[-1],very high
KBA13_CCM_3000,KBA13_CCM_3000,0,share of cars with 2500ccm to 2999ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,0,[-1],none
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,2,[-1],low
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,3,[-1],average
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,4,[-1],high
,KBA13_CCM_3000,1,share of cars with 2500ccm to 2999ccm within the PLZ8,5,[-1],very high
KBA13_CCM_3001,KBA13_CCM_3001,0,share of cars with more than 3000ccm within the PLZ8,-1,[-1],unknown
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,0,[-1],none
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,1,[-1],very low
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,2,[-1],low
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,3,[-1],average
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,4,[-1],high
,KBA13_CCM_3001,1,share of cars with more than 3000ccm within the PLZ8,5,[-1],very high
KBA13_FAB_ASIEN,KBA13_FAB_ASIEN,0,share of other Asian Manufacturers within the PLZ8,-1,[-1],unknown
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,0,[-1],none
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,1,[-1],very low
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,2,[-1],low
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,3,[-1],average
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,4,[-1],high
,KBA13_FAB_ASIEN,1,share of other Asian Manufacturers within the PLZ8,5,[-1],very high
KBA13_FAB_SONSTIGE,KBA13_FAB_SONSTIGE,0,share of other Manufacturers within the PLZ8,-1,[-1],unknown
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,0,[-1],none
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,1,[-1],very low
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,2,[-1],low
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,3,[-1],average
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,4,[-1],high
,KBA13_FAB_SONSTIGE,1,share of other Manufacturers within the PLZ8,5,[-1],very high
KBA13_FIAT,KBA13_FIAT,0,share of FIAT within the PLZ8,-1,[-1],unknown
,KBA13_FIAT,1,share of FIAT within the PLZ8,0,[-1],none
,KBA13_FIAT,1,share of FIAT within the PLZ8,1,[-1],very low
,KBA13_FIAT,1,share of FIAT within the PLZ8,2,[-1],low
,KBA13_FIAT,1,share of FIAT within the PLZ8,3,[-1],average
,KBA13_FIAT,1,share of FIAT within the PLZ8,4,[-1],high
,KBA13_FIAT,1,share of FIAT within the PLZ8,5,[-1],very high
KBA13_FORD,KBA13_FORD,0,share of FORD within the PLZ8,-1,[-1],unknown
,KBA13_FORD,1,share of FORD within the PLZ8,0,[-1],none
,KBA13_FORD,1,share of FORD within the PLZ8,1,[-1],very low
,KBA13_FORD,1,share of FORD within the PLZ8,2,[-1],low
,KBA13_FORD,1,share of FORD within the PLZ8,3,[-1],average
,KBA13_FORD,1,share of FORD within the PLZ8,4,[-1],high
,KBA13_FORD,1,share of FORD within the PLZ8,5,[-1],very high
KBA13_HALTER_20,KBA13_HALTER_20,0,share of car owners below 21 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,0,[-1],none
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,1,[-1],very low
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,2,[-1],low
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,3,[-1],average
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,4,[-1],high
,KBA13_HALTER_20,1,share of car owners below 21 within the PLZ8,5,[-1],very high
KBA13_HALTER_25,KBA13_HALTER_25,0,share of car owners between 21 and 25 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,0,[-1],none
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,1,[-1],very low
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,2,[-1],low
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,3,[-1],average
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,4,[-1],high
,KBA13_HALTER_25,1,share of car owners between 21 and 25 within the PLZ8,5,[-1],very high
KBA13_HALTER_30,KBA13_HALTER_30,0,share of car owners between 26 and 30 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,0,[-1],none
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,1,[-1],very low
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,2,[-1],low
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,3,[-1],average
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,4,[-1],high
,KBA13_HALTER_30,1,share of car owners between 26 and 30 within the PLZ8,5,[-1],very high
KBA13_HALTER_35,KBA13_HALTER_35,0,share of car owners between 31 and 35 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,0,[-1],none
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,1,[-1],very low
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,2,[-1],low
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,3,[-1],average
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,4,[-1],high
,KBA13_HALTER_35,1,share of car owners between 31 and 35 within the PLZ8,5,[-1],very high
KBA13_HALTER_40,KBA13_HALTER_40,0,share of car owners between 36 and 40 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,0,[-1],none
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,1,[-1],very low
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,2,[-1],low
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,3,[-1],average
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,4,[-1],high
,KBA13_HALTER_40,1,share of car owners between 36 and 40 within the PLZ8,5,[-1],very high
KBA13_HALTER_45,KBA13_HALTER_45,0,share of car owners between 41 and 45 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,0,[-1],none
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,1,[-1],very low
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,2,[-1],low
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,3,[-1],average
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,4,[-1],high
,KBA13_HALTER_45,1,share of car owners between 41 and 45 within the PLZ8,5,[-1],very high
KBA13_HALTER_50,KBA13_HALTER_50,0,share of car owners between 46 and 50 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,0,[-1],none
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,1,[-1],very low
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,2,[-1],low
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,3,[-1],average
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,4,[-1],high
,KBA13_HALTER_50,1,share of car owners between 46 and 50 within the PLZ8,5,[-1],very high
KBA13_HALTER_55,KBA13_HALTER_55,0,share of car owners between 51 and 55 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,0,[-1],none
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,1,[-1],very low
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,2,[-1],low
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,3,[-1],average
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,4,[-1],high
,KBA13_HALTER_55,1,share of car owners between 51 and 55 within the PLZ8,5,[-1],very high
KBA13_HALTER_60,KBA13_HALTER_60,0,share of car owners between 56 and 60 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,0,[-1],none
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,1,[-1],very low
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,2,[-1],low
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,3,[-1],average
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,4,[-1],high
,KBA13_HALTER_60,1,share of car owners between 56 and 60 within the PLZ8,5,[-1],very high
KBA13_HALTER_65,KBA13_HALTER_65,0,share of car owners between 61 and 65 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,0,[-1],none
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,1,[-1],very low
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,2,[-1],low
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,3,[-1],average
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,4,[-1],high
,KBA13_HALTER_65,1,share of car owners between 61 and 65 within the PLZ8,5,[-1],very high
KBA13_HALTER_66,KBA13_HALTER_66,0,share of car owners over 66 within the PLZ8,-1,[-1],unknown
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,0,[-1],none
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,1,[-1],very low
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,2,[-1],low
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,3,[-1],average
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,4,[-1],high
,KBA13_HALTER_66,1,share of car owners over 66 within the PLZ8,5,[-1],very high
KBA13_HERST_ASIEN,KBA13_HERST_ASIEN,0,share of Asian Manufacturers within the PLZ8,-1,[-1],unknown
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,0,[-1],none
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,1,[-1],very low
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,2,[-1],low
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,3,[-1],average
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,4,[-1],high
,KBA13_HERST_ASIEN,1,share of Asian Manufacturers within the PLZ8,5,[-1],very high
KBA13_HERST_AUDI_VW,KBA13_HERST_AUDI_VW,0,share of Volkswagen & Audi within the PLZ8,-1,[-1],unknown
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,0,[-1],none
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,1,[-1],very low
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,2,[-1],low
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,3,[-1],average
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,4,[-1],high
,KBA13_HERST_AUDI_VW,1,share of Volkswagen & Audi within the PLZ8,5,[-1],very high
KBA13_HERST_BMW_BENZ,KBA13_HERST_BMW_BENZ,0,share of BMW & Mercedes Benz within the PLZ8,-1,[-1],unknown
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,0,[-1],none
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,1,[-1],very low
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,2,[-1],low
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,3,[-1],average
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,4,[-1],high
,KBA13_HERST_BMW_BENZ,1,share of BMW & Mercedes Benz within the PLZ8,5,[-1],very high
KBA13_HERST_EUROPA,KBA13_HERST_EUROPA,0,share of European cars within the PLZ8,-1,[-1],unknown
,KBA13_HERST_EUROPA,1,share of European cars within the PLZ8,0,[-1],none
,KBA13_HERST_EUROPA,1,share of European cars within the PLZ8,1,[-1],very low
,KBA13_HERST_EUROPA,1,share of European cars within the PLZ8,2,[-1],low
,KBA13_HERST_EUROPA,1,share of European cars within the PLZ8,3,[-1],average
